D stdev sterr CI_lower CI_upper pval
-0.03972324372777279 0.024097011514452576 0.0007620144118897358 -0.08695338629609983 0.007506898840554256 0.09925589471581335
0.02218236703304731 0.023997207614325746 0.0007588583354520484 -0.02485215989103115 0.06921689395712577 0.3552922287957351
-0.03801651505280006 0.024233725848747154 0.0007663376987413812 -0.08551461771634447 0.009481587610744364 0.1167075725344597
-0.017991592011692367 0.02355798016013012 0.0007449687437906938 -0.06416523312554741 0.02818204910216267 0.4450368672855948
0.025322373810187086 0.02316697293617097 0.0007326040096977891 -0.020084893144708016 0.07072964076508219 0.27437726649750094
-0.05579482004439643 0.024708328907754904 0.0007813459652508591 -0.10422314470359605 -0.00736649538519682 0.023937048043880606
-0.0216946310489877 0.023180484068592137 0.0007330312692199794 -0.06712837982342829 0.023739117725452882 0.349324321579613
-0.029737317719637706 0.023062343596216374 0.0007292953394544233 -0.0749395111682218 0.015464875728946389 0.1972480345381763
0.045725652490139775 0.024801049859001046 0.0007842780591784114 -0.0028844052335022727 0.09433571021378181 0.0652271266473812
0.04793190699727309 0.02504753998084548 0.0007920727612360198 -0.0011612713651840481 0.09702508535973023 0.0556665144956095
-0.036171281292825694 0.02333221016430685 0.0007378292696494114 -0.08190241321486712 0.00955985062921573 0.1210761505050165
-0.0050229514782493545 0.02384605864441922 0.0007540785853431196 -0.05176122642131102 0.04171532346481231 0.8331676182649675
-0.004903311485960618 0.024105687807393878 0.0007622887803631495 -0.052150459588452616 0.04234383661653138 0.8388154425580591
-0.005844995405550634 0.02365761885714956 0.0007481195960474225 -0.05221392836556377 0.04052393755446251 0.8048570760660803
0.003172492343982986 0.02364945466559273 0.0007478614216416874 -0.043180438800578765 0.04952542348854474 0.8932867043580142
0.020149242416524753 0.02450090394259705 0.0007747866119160602 -0.027872529310965465 0.06817101414401497 0.41085626877318115
0.005723517803611774 0.02300648649556065 0.0007275289828387695 -0.0393691957276871 0.050816231334910644 0.8035321698300918
-0.005899575351682608 0.023372025757348536 0.0007390883492534322 -0.05170874583608574 0.03990959513272052 0.8007161580653972
-0.003972924027310619 0.02413280312651961 0.0007631462420423458 -0.051273218155289055 0.04332737010066781 0.8692371526880519
-0.06438138995677317 0.022596313093298733 0.0007145581609710884 -0.10867016361963869 -0.020092616293907656 0.004382947311450735
0.008506522791615286 0.02374561109289498 0.0007509021548610825 -0.038034874950458875 0.05504792053368944 0.7201670218033067
-0.023315492976318554 0.023423694703396968 0.0007407222647915663 -0.06922593459497661 0.022594948642339505 0.3195511553121406
-0.0429192920653797 0.023507082617518014 0.0007433592221710965 -0.088993173995715 0.0031545898649556064 0.06788000472656282
0.04549230423633465 0.024738462066979525 0.0007822988594133223 -0.0029950814149452207 0.09397968988761451 0.06592545770848847
0.027857695566413293 0.02388518786638471 0.000755315959987932 -0.01895727265170074 0.07467266378452733 0.24348638851184967
0.029983698792400624 0.024140181341954062 0.0007633795617007486 -0.01733105663782934 0.07729845422263058 0.21421220704581467
-0.014731558053923583 0.02401780274182058 0.0007595096105679007 -0.061806451427891915 0.032343335320044755 0.5396383680198353
0.03831011703005094 0.02489966989932109 0.0007873966986819012 -0.010493235972618392 0.08711347003272027 0.12390703185548844
-0.015189843964081674 0.02444895671648664 0.0007731438963896936 -0.0631097991283955 0.03273011120023214 0.5344101331530877
-0.02330018862513657 0.0240430368932674 0.0007603075845018366 -0.07042454093594068 0.023824163685667536 0.3324936051112687
-0.027882799973349463 0.023124562519643184 0.0007312628745703465 -0.0732069425118501 0.017441342565151174 0.22790791672950828
0.017301917759630022 0.02309946958535172 0.0007304693663149668 -0.027973042627659348 0.0625768781469194 0.45384637600017275
-0.011394951859642746 0.024513246482762468 0.0007751769173064085 -0.05944091496585718 0.03665101124657169 0.6420397776412359
0.005368576906166832 0.02441168877449798 0.0007719653805857816 -0.04247833309184921 0.05321548690418287 0.8259347898872842
0.03587714351691992 0.024301816995496234 0.0007684909298635798 -0.011754417794252701 0.08350870482809253 0.1398592767633578
0.026963419420372177 0.024813279451236563 0.0007846647928416049 -0.021670608304051486 0.07559744714479584 0.2771902841044428
0.014111117499081158 0.024611163642170118 0.0007782733297638281 -0.03412676323957227 0.062348998237734585 0.5663992979291002
0.012194247623888464 0.02373790160612069 0.0007506583594831056 -0.034332039524108085 0.05872053477188502 0.6074591724123584
-0.012653031235194418 0.02337604084999645 0.0007392153176312723 -0.05847007130118746 0.03316400883079862 0.5883131930855803
-0.033911155039050664 0.024488513851028654 0.0007743948028183184 -0.08190864218706682 0.014086332108965496 0.16612036240951444
0.07978699131554026 0.02296584838565524 0.000726243892967716 0.03477392847965599 0.12480005415142453 0.000512458728107714
-0.019135724655705028 0.023632826696305596 0.0007473355990835807 -0.065456064980464 0.027184615669053936 0.41810714776687763
-0.007296093414899254 0.02276751597395595 0.0007199720714196762 -0.051920424723852915 0.0373282378940544 0.7486191405972031
-0.0262150154496832 0.02413342933592552 0.0007631660445224949 -0.07351653694809723 0.021086506048730823 0.2773669750838771
0.009565576578426086 0.02417892626796842 0.0007646047838405494 -0.03782511890679202 0.05695627206364419 0.6923881339882716
0.032465715883847696 0.023422789217379853 0.0007406936308095311 -0.013442950982216817 0.07837438274991221 0.16572435105131578
0.08867293372463247 0.023754666415518773 0.0007511885093054709 0.04211378755021568 0.13523207989904928 0.00018931499496393264
0.00026247347746042677 0.024442888806740205 0.0007729520122353429 -0.04764558858375038 0.048170535538671226 0.9914322929564094
-0.0007490323813155323 0.02287261509816167 0.0007232955975454663 -0.0455793579737124 0.04408129321108134 0.9738755465589436
-0.028113806872962704 0.022691263481995363 0.0007175607559010849 -0.07258868329767361 0.016361069551748205 0.21535640986148175
0.048707584376292676 0.022146507225313743 0.0007003340504936726 0.005300430214677743 0.09211473853790761 0.027854123890631157
0.005124669932453671 0.023411717294122048 0.0007403435058537985 -0.040762295964025544 0.05101163582893288 0.8267331033442443
-0.0206707558253278 0.024159419831571476 0.0007639879361600739 -0.06802321869520789 0.026681707044552288 0.39222007270630765
-0.010085068609267446 0.023803010560040045 0.0007527172853876666 -0.056738969306945934 0.036568832088411045 0.6717927956992635
0.015919520408607522 0.023975442709313788 0.0007581700687230984 -0.0310723473016475 0.06291138811886254 0.5066949440687806
0.031147953268073396 0.023906786854169585 0.0007559989799534757 -0.01570934896609899 0.07800525550224578 0.19261175078899262
0.025984068334090955 0.023308414312948025 0.0007370767787578445 -0.019700423719287173 0.07166856038746908 0.2649389305752913
-0.07563549084593187 0.02333752306111031 0.0007379972781981351 -0.12137703604570807 -0.029893945646155662 0.0011913663524312655
-0.014016556131420188 0.024057543100580125 0.0007607663110550246 -0.06116934060855723 0.033136228345716855 0.5601449300412304
0.030267727328443645 0.023011987893727357 0.0007277029523239922 -0.014835768943261971 0.07537122360014926 0.1884082272953721
0.01609925353326749 0.023582171897613264 0.0007457337537007298 -0.030121803386054507 0.062320310452589484 0.49480434194538836
-0.005924132793301123 0.022923047532857295 0.0007248904111613251 -0.05085330595770142 0.03900504037109917 0.7960707025866016
0.0005899845599860408 0.024543912866589416 0.0007761466735113496 -0.04751608465852922 0.048696053778501294 0.9808223634061342
-0.0015002699555278225 0.023283511937293975 0.0007362892964956852 -0.047135953352624015 0.04413541344156837 0.9486239691972752
-0.007235023359552114 0.024172850297973295 0.000764412644798755 -0.05461380994357977 0.04014376322447555 0.7647083372250664
-0.012647908081296736 0.023903232594307797 0.000755886584387882 -0.05949824396614002 0.03420242780354654 0.5967155438779065
-0.028879839210743188 0.02377239003098338 0.0007517489792378823 -0.07547372367147061 0.017714045249984236 0.22442409013116138
0.027259216004848576 0.02317800168586265 0.0007329527693854849 -0.01816966729944222 0.07268809930913937 0.23956236128784336
-0.05080850011828347 0.024042940872247127 0.0007603045480505634 -0.09793266422788785 -0.0036843360086791024 0.03458024638765626
-0.014238357409512596 0.023566201528102588 0.0007452287262734474 -0.06042811240459367 0.031951397585568475 0.5457203156824806
0.032978000145926376 0.023296587004048974 0.0007367027664107307 -0.012683310382009615 0.07863931067386237 0.15690080520409624
-0.008554054058915364 0.02424812384139562 0.0007667930032464164 -0.05608037678805078 0.03897226867022005 0.724259533894237
-0.019243205439743935 0.024439620694371198 0.0007728486654479885 -0.06714486200071149 0.02865845112122361 0.43106096198805655
-0.012375964091432844 0.023417419949267687 0.0007405238396435055 -0.05827410719199751 0.03352217900913182 0.5971565651334194
0.012781571646111163 0.023726299264181544 0.0007502914612159075 -0.03372197491168466 0.059285118203906986 0.5900876424361499
-0.0012671874902856002 0.024461444011894807 0.0007735387793427452 -0.04921161775359942 0.04667724277302822 0.9586852968191002
-0.009691074388335162 0.022169614631985263 0.0007010647708526902 -0.05314351906702628 0.03376137029035595 0.6620147576175993
-0.016532571897686654 0.023772852948482977 0.0007517636179745571 -0.06312736367671329 0.030062219881339978 0.48678015256921736
0.007357084124471178 0.023988071251699775 0.0007585694182977754 -0.03965953552886038 0.054373703777802734 0.7590735490187762
-0.036244450830596894 0.024550243783114285 0.0007763468746702994 -0.08436292864550089 0.011874026984307104 0.13985325398242177
0.031911342665415975 0.022683176242237355 0.0007173050149248931 -0.01254768276936924 0.07637036810020119 0.1594781989129428
0.005233087544575821 0.023681819787493917 0.0007488848966612549 -0.041183279238912254 0.05164945432806389 0.8251119838531739
0.021173678722041334 0.024074642271845647 0.0007613070343280281 -0.02601262013077613 0.0683599775748588 0.37912953875670374
0.005513605434490763 0.02435222134685182 0.0007700848554062503 -0.0422167484053388 0.053243959274320324 0.8208819442318791
-0.008507739829560957 0.022585876064230077 0.000714228113132465 -0.052776056915451904 0.035760577256329994 0.7064083990353438
0.030717620368010616 0.02323039125387724 0.0007346094729910691 -0.014813946489588774 0.07624918722561 0.18606721227232648
-0.012439542257270337 0.024569995851144798 0.0007769714899050496 -0.06059673412551414 0.03571764961097347 0.6126531089720805
0.007870825704537784 0.023542723259136276 0.0007444862782189314 -0.038272911883369315 0.05401456329244489 0.7381373800671882
0.015714957927096027 0.022986841769203938 0.00072690776204579 -0.02933925194054369 0.06076916779473574 0.49419610595453933
-0.0042747884302779295 0.023975191558604683 0.000758162126640331 -0.0512661638851431 0.04271658702458725 0.8584869931136232
-0.02423047829920025 0.023307670028536936 0.0007370532424181845 -0.06991351155513265 0.02145255495673214 0.29852927589914446
-0.04603940470303382 0.023641938774881577 0.000747623748308766 -0.0923776047018017 0.00029879529573407365 0.05149139338194595
0.01643170578757838 0.024290807232292214 0.0007681427705813418 -0.031178276387714362 0.06404168796287112 0.49875003645907146
-0.002562406726311531 0.02401980520356845 0.000759572933968407 -0.049641224925305684 0.04451641147268263 0.915043711562735
0.0013826081469268956 0.022649926871048883 0.0007162535774876536 -0.043011248520328914 0.0457764648141827 0.9513253625340117
0.010145213579749342 0.02324505452902688 0.0007350731664653751 -0.035415093297143346 0.055705520456642024 0.6625130919390038
-0.00935100826986465 0.023498245784147578 0.0007430797769635569 -0.0554075700067939 0.0367055534670646 0.6906707642812966
-0.047333937116653985 0.023284823792859972 0.0007363307810111824 -0.09297219175065953 -0.001695682482648439 0.042070357522576894
0.01386644845936111 0.02292179273168952 0.0007248507308643171 -0.031060265294750353 0.05879316221347257 0.5452148299380073
0.08282934073186307 0.023429195472440923 0.0007408962143821807 0.036908117605878865 0.12875056385784728 0.00040730547406912565
