(-0.0007756503002382273, 0.003779248621155721, 0.00011951033486902887, -0.00818297759770344, 0.006631676997226985, 0.8373851745122585)
(-0.006375802076348823, 0.0035781048511023907, 0.00011314961036381195, -0.013388887584509509, 0.000637283431811863, 0.07476658705685803)
(-0.011714337325354096, 0.0035412350135803202, 0.00011198368372851115, -0.018655157951971525, -0.004773516698736669, 0.0009397126214553037)
(-0.0067164666706555345, 0.003662773165834372, 0.00011582705756582246, -0.013895502075690904, 0.00046256873437983473, 0.0666969362854493)
(-0.00038717024808242694, 0.003803556668998315, 0.00012027902283557827, -0.007842141319319124, 0.00706780082315427, 0.9189220663137986)
(0.0005065871219088347, 0.0037238863552395613, 0.00011775962630179914, -0.0067922301343607055, 0.007805404378178375, 0.8917918625536155)
(-0.005319887368923984, 0.0037014444276186197, 0.00011704995023813095, -0.012574718447056477, 0.0019349437092085102, 0.15064801672846415)
(-0.008817177745239968, 0.0037512019816134602, 0.00011862342225235601, -0.01616953362920235, -0.0014648218612775855, 0.018748509997668066)
(-0.007307062028321738, 0.003608568510697295, 0.00011411295586565136, -0.014379856309288435, -0.00023426774735503964, 0.0428755943830654)
(-0.002313961004206887, 0.003653846182108413, 0.00011554476155372959, -0.009475499521139377, 0.004847577512725602, 0.5265412883069904)
(-0.004570156500760723, 0.003667616323169688, 0.00011598021164828395, -0.011758684494173312, 0.002618371492651865, 0.21273371009108655)
(-0.0007803627839599041, 0.003565996219473912, 0.00011276670181087249, -0.007769715374128771, 0.006208989806208962, 0.8267790181687557)
(-0.008968367899253607, 0.0038825364624777213, 0.00012277658320082466, -0.01657813936570994, -0.0013585964327972738, 0.020892308698746673)
(-0.0069570446837273646, 0.003977899542597787, 0.00012579222857950998, -0.014753727787219027, 0.0008396384197642982, 0.08030412679905864)
(0.0031348794384021723, 0.0037137888199878597, 0.00011744031420030695, -0.004144146648774032, 0.010413905525578377, 0.3986029515587338)
