(0.0024079652067193176, 0.0036343812416156545, 0.00011492922608896202, -0.004715422026847365, 0.009531352440286, 0.5076177593029825)
(-0.006229144712242392, 0.0034348244001862044, 0.00010861868467310088, -0.012961400536607352, 0.0005031111121225687, 0.06975067134273925)
(-0.005892557439853047, 0.0034653250286299695, 0.00010958319923258903, -0.012684594495967788, 0.0008994796162616935, 0.08904927003595482)
(0.0031107516222801533, 0.003452688833838446, 0.00010918360766760131, -0.003656518492043201, 0.009878021736603508, 0.36760695580920444)
(-0.003998169457184443, 0.003474833333559589, 0.00010988387823523907, -0.010808842790961237, 0.002812503876592351, 0.24989372687637956)
(-0.0031591749179603543, 0.003523216351645032, 0.00011141388360747026, -0.010064678967184618, 0.0037463291312639082, 0.36989313781777244)
(0.0006703867777594667, 0.003321705170178333, 0.00010504154053320748, -0.005840155355790066, 0.007180928911308999, 0.8400573889673191)
(0.008508067733354743, 0.003610528139079024, 0.00011417492475618909, 0.0014314325807598558, 0.015584702885949629, 0.01845001887376898)
(-0.005351352990140275, 0.0035653204974864143, 0.000112745333605417, -0.012339381165213647, 0.0016366751849330972, 0.13336956891291882)
(-0.002070366351418433, 0.0036597354713786387, 0.00011573099723266463, -0.009243447875320564, 0.005102715172483699, 0.5715877040229895)
(0.0018917600850758226, 0.003585815094438931, 0.00011339342966638799, -0.0051364375000244825, 0.008919957670176127, 0.5977994428835373)
(-0.001095616905344626, 0.003483646186484282, 0.00011016256511450014, -0.007923563430853818, 0.005732329620164566, 0.7531390974352685)
(0.0053986753789254435, 0.0034324406618959752, 0.00010854330424967208, -0.0013289083183906682, 0.012126259076241555, 0.11575618084260808)
(0.0023441706757389384, 0.0036569524401174934, 0.00011564299005681793, -0.0048234561068913485, 0.009511797458369225, 0.5215112838242343)
(0.001853549297207608, 0.003691951695621188, 0.00011674976369483651, -0.005382676026209921, 0.009089774620625136, 0.6156314073511979)
(0.003926747496930223, 0.0036962212219537466, 0.00011688477797224602, -0.00331784609809912, 0.011171341091959566, 0.28806861212585755)
(0.003232405286878533, 0.0035413780779380093, 0.00011198820782073401, -0.003708695745879965, 0.010173506319637031, 0.3613721917010523)
(0.004084576454621148, 0.0033986247321212896, 0.00010747395065682897, -0.002576728020336579, 0.010745880929578875, 0.22942856813522794)
(-0.002870120821071133, 0.003619942510732325, 0.00011447263332782665, -0.00996520814210649, 0.004224966499964225, 0.4278572693856667)
(0.005537619239132822, 0.0032598148986497464, 0.00010308439830284142, -0.0008516179622206814, 0.011926856440486324, 0.08936579622300969)
(0.003716052082605185, 0.0036973631109658827, 0.00011692088767338072, -0.0035307796148879448, 0.010962883780098315, 0.31487052302268603)
(0.00036959002622213155, 0.0036268079416288176, 0.00011468973731534074, -0.006738953539370351, 0.007478133591814614, 0.9188320455421236)
